id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6370777,Rental unit in Stockholm · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,16739269,Ture,,Norrmalms,59.3439,18.05092,Private room,330,2,502,2023-06-28,5.15,1,72,64,
6381131,Rental unit in Stockholm · ★4.46 · 2 bedrooms · 3 beds · 1 bath,33262856,Susan,,Södermalms,59.314,18.05088,Entire home/apt,1500,2,31,2018-03-19,0.32,2,0,0,
6385046,Home in Stockholm · ★4.86 · 6 bedrooms · 7 beds · 2.5 baths,32504025,Anna,,Skarpnäcks,59.28467,18.10566,Entire home/apt,2579,2,21,2023-05-21,0.27,1,25,4,
6401684,Rental unit in Hökarängen · ★4.80 · 1 bedroom · 1 bed · 1 bath,27779227,Katta,,Farsta,59.251,18.08772,Private room,250,5,21,2019-08-11,0.22,1,183,0,
6419382,Rental unit in Stockholm · ★4.51 · 1 bedroom · 1 bed · 1 bath,33060751,Pezhman,,Södermalms,59.30736,18.06592,Entire home/apt,829,2,126,2023-06-15,1.29,1,8,29,
6426170,Villa in Stockholm · ★4.70 · 4 bedrooms · 4 beds · 1.5 baths,30533848,Stina,,Bromma,59.34862,17.91045,Entire home/apt,1700,3,10,2022-08-11,0.10,1,1,2,
6434668,Rental unit in Stockholm · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,33588393,Mirjam,,Södermalms,59.32061,18.0577,Entire home/apt,3900,7,19,2022-08-04,0.20,1,8,3,
6435900,Rental unit in Stockholm · ★4.57 · 4 bedrooms · 5 beds · 1.5 baths,12276416,Johanna,,Hägersten-Liljeholmens,59.29963,18.00624,Entire home/apt,1500,5,30,2022-07-27,0.31,1,13,3,
6447056,Rental unit in Stockholm · ★4.57 · Studio · 1 bed · 1 bath,33658433,Siem,,Norrmalms,59.33781,18.04696,Entire home/apt,700,500,8,2015-07-29,0.08,1,365,0,
6450135,Rental unit in Stockholm · ★4.83 · Studio · 1 bed · 1 bath,29535862,Stine,,Södermalms,59.31759,18.06958,Entire home/apt,1127,3,77,2020-02-29,0.79,1,0,0,
6488905,Rental unit in Stockholm · ★4.89 · 1 bedroom · 1 bed · 1 bath,33911144,Julia,,Södermalms,59.31702,18.03508,Entire home/apt,2500,5,21,2020-02-27,0.22,1,0,0,
6498805,Rental unit in Stockholm · ★4.89 · 2 bedrooms · 2 beds · 1 bath,16947253,Jennie,,Östermalms,59.35542,18.08796,Entire home/apt,1100,2,29,2020-10-26,0.39,1,0,0,
6547267,Rental unit in Stockholm · 1 bedroom · 2 beds · 1 bath,34247166,Fernando,,Östermalms,59.34703,18.10552,Entire home/apt,1119,1,0,,,1,0,0,
6634949,Rental unit in Stockholm · ★4.67 · 4 bedrooms · 4 beds · 2 baths,34728836,Jonas,,Norrmalms,59.3381,18.05288,Entire home/apt,2366,7,3,2022-03-05,0.06,1,180,0,
6639610,Condo in Stockholm · ★4.91 · Studio · 1 bed · 1 bath,6977292,Aleksandra,,Södermalms,59.31259,18.08232,Entire home/apt,1171,3,286,2023-06-14,2.92,1,86,36,
6644003,Rental unit in Stockholm · ★4.83 · 1 bedroom · 1 bed · 1 bath,34775475,Morten,,Södermalms,59.31092,18.0699,Entire home/apt,1190,29,12,2016-06-19,0.12,2,0,0,
6658825,Condo in Stockholm · ★5.0 · 3 bedrooms · 4 beds · 1 bath,34827539,Åsa,,Södermalms,59.30987,18.07644,Entire home/apt,1950,3,48,2023-06-12,0.49,1,5,4,
6660656,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,34327565,Saleeban,,Spånga-Tensta,59.3956,17.91016,Private room,800,1,0,,,2,0,0,
6666105,Rental unit in Stockholm · ★4.69 · 1 bedroom · 2 beds · 1 bath,34891784,Gustavia,,Södermalms,59.32362,18.07248,Entire home/apt,1450,3,139,2023-06-15,1.51,2,234,35,
6666960,Rental unit in Gamla Stan · ★4.86 · 1 bedroom · 1 bed · 1 bath,8547277,Tom,,Södermalms,59.32497,18.07437,Entire home/apt,2534,2,345,2023-05-07,3.54,6,63,14,
6722790,Rental unit in Stockholm · ★4.58 · 1 bedroom · 1 bed · 1 bath,2417786,Soheill,,Hägersten-Liljeholmens,59.29321,17.98138,Entire home/apt,699,7,22,2023-06-14,0.25,1,131,2,
6722873,Townhouse in Stockholm · ★4.80 · 4 bedrooms · 4 beds · 2.5 baths,34585029,Johan,,Skarpnäcks,59.27504,18.14528,Entire home/apt,1119,7,5,2019-07-20,0.05,1,169,0,
6724847,Rental unit in Stockholm · 2 bedrooms · 1 bed · 1 bath,35209669,Peter Alexander,,Norrmalms,59.34094,18.03117,Entire home/apt,499,365,0,,,1,0,0,
6732908,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,34327565,Saleeban,,Spånga-Tensta,59.39775,17.89876,Private room,800,1,0,,,2,0,0,
6734034,Villa in Stockholm · 3 bedrooms · 4 beds · 2 baths,35226265,Peter,,Bromma,59.33076,17.93105,Entire home/apt,1300,7,0,,,1,195,0,
6737692,Condo in Stockholm · ★5.0 · 3 bedrooms · 3 beds · 1 bath,35282886,Pia,,Södermalms,59.3134381312736,18.084141432438283,Entire home/apt,3126,5,20,2022-07-31,0.21,1,7,3,
6753639,Rental unit in Gamla Stan · ★4.88 · 2 bedrooms · 2 beds · 1 bath,8547277,Tom,,Södermalms,59.32497,18.07437,Entire home/apt,3979,2,385,2023-06-21,3.96,6,201,40,
6755691,Rental unit in Stockholm · ★4.63 · 1 bedroom · 1 bed · 1 bath,35370344,Nicodemus,,Östermalms,59.35007,18.06279,Entire home/apt,700,30,19,2022-06-30,0.19,1,0,1,
6762949,Rental unit in Stockholm · ★5.0 · 3 bedrooms · 4 beds · 2 baths,35403064,Fredrik,,Kungsholmens,59.3238,18.00348,Entire home/apt,1270,2,3,2019-12-28,0.04,1,0,0,
6764000,Rental unit in Stockholm · 2 bedrooms · 4 beds · 1 bath,4736776,Björn,,Hägersten-Liljeholmens,59.31252,18.01244,Entire home/apt,890,5,2,2018-07-16,0.03,2,0,0,
6779145,Home in Stockholm · ★4.98 · 5 bedrooms · 8 beds · 2 baths,35488274,Johan,,Hägersten-Liljeholmens,59.30728,18.0018,Entire home/apt,2557,4,41,2021-08-14,0.48,1,4,0,
6793100,Rental unit in Gamla Stan · ★4.84 · 1 bedroom · 3 beds · 1 bath,8547277,Tom,,Södermalms,59.32497,18.07437,Entire home/apt,3483,2,291,2023-06-25,3.02,6,225,15,
6802116,Rental unit in Stockholm · ★4.80 · 1 bedroom · 1 bed · 1 private bath,10803826,Nadia,,Skärholmens,59.29277,17.93269,Private room,390,3,60,2023-06-18,0.62,1,44,4,
6803232,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 4 beds · 1 bath,32212210,Kristina,,Södermalms,59.31483,18.08421,Entire home/apt,1250,4,7,2021-08-12,0.07,1,0,0,
6810026,Rental unit in Stockholm · ★4.74 · 1 bedroom · 1 bed · 1 bath,30887516,José,,Skarpnäcks,59.29757,18.09722,Entire home/apt,700,10,20,2023-06-18,0.21,1,0,3,
6821328,Villa in Stockholm · ★4.74 · 4 bedrooms · 6 beds · 2 baths,22831717,Petra,,Farsta,59.27841,18.0735,Entire home/apt,2599,5,35,2022-12-28,0.36,1,167,5,
6835834,Guesthouse in Stockholm · ★4.58 · 1 bedroom · 2 beds · 1 bath,4922434,Julia,,Skärholmens,59.27813,17.87429,Entire home/apt,790,4,240,2023-06-18,2.46,2,301,13,
6836406,Rental unit in Stockholm · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,26496190,Ingela,,Östermalms,59.33574,18.08207,Private room,900,5,14,2018-09-02,0.17,1,271,0,
6846003,Townhouse in Stockholm · ★4.53 · 3 bedrooms · 6 beds · 2 baths,35871885,Mats,,Farsta,59.2516,18.11551,Entire home/apt,1757,3,37,2019-09-02,0.39,1,149,0,
6850591,Rental unit in Stockholm · ★4.69 · 1 bedroom · 4 beds · 1 bath,35895348,Annelie,,Hägersten-Liljeholmens,59.30495,18.0076,Entire home/apt,950,6,27,2020-01-09,0.28,1,1,0,
6867526,"Rental unit in Stockholm, · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths",4277881,Marcus,,Södermalms,59.31624,18.05025,Entire home/apt,2000,14,5,2016-04-25,0.05,1,341,0,
6881981,Condo in Stockholm · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,34678600,Anna,,Södermalms,59.31508,18.07509,Entire home/apt,645,20,39,2023-04-30,0.40,1,129,7,
6907743,Rental unit in Stockholm · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,15009298,Julia,,Östermalms,59.35175,18.06047,Private room,422,2,58,2016-10-21,0.60,2,0,0,
6945139,Rental unit in Årsta · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,36409329,Krister,,Enskede-Årsta-Vantörs,59.2989,18.06675,Entire home/apt,400,3,8,2020-02-24,0.08,1,0,0,
6947999,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,36429268,Teddy,,Norrmalms,59.3493,18.05984,Entire home/apt,1690,7,5,2022-07-11,0.05,1,44,1,
6952452,Rental unit in Stockholm · ★4.88 · 1 bedroom · 1 bed · 1 bath,8110273,Carmencita,,Södermalms,59.31911,18.02789,Entire home/apt,1450,3,8,2021-10-24,0.12,1,0,0,
6954004,Rental unit in Stockholm · ★4.88 · 4 bedrooms · 4 beds · 2.5 baths,36456271,Ninni & Christian,,Norrmalms,59.34147,18.0368,Entire home/apt,4900,4,27,2019-12-27,0.28,1,179,0,
6964940,Serviced apartment in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,36519274,Madeleine,,Bromma,59.33742,17.98499,Entire home/apt,950,3,15,2020-12-27,0.21,1,240,0,
6965355,Rental unit in Stockholm · ★4.90 · 2 bedrooms · 2 beds · 1 bath,36521238,Anna,,Södermalms,59.3158,18.06597,Entire home/apt,829,20,31,2023-01-03,0.41,1,1,3,
6971533,Rental unit in Stockholm · ★4.89 · 1 bedroom · 1 bed · 1 bath,36554453,Nadine,,Norrmalms,59.34303,18.0432,Entire home/apt,1200,3,73,2023-06-25,0.76,1,72,18,
6981547,Rental unit in Stockholm · ★4.77 · 3 bedrooms · 2 beds · 1.5 baths,36607100,Anna,,Skarpnäcks,59.28097,18.12156,Entire home/apt,800,3,14,2021-08-09,0.15,1,0,0,
6986967,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,34826031,Selma,,Rinkeby-Tensta,59.40783,17.92864,Private room,471,1,0,,,1,0,0,
7051558,Home in Stockholm · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,12329536,Kalle,,Enskede-Årsta-Vantörs,59.28058,18.08755,Entire home/apt,2343,4,14,2022-08-08,0.15,1,3,2,
7063087,Rental unit in Stockholm · ★4.83 · 3 bedrooms · 3 beds · 2 baths,37032705,Jonas,,Hägersten-Liljeholmens,59.30012,18.00566,Entire home/apt,1500,4,13,2022-07-30,0.18,1,10,2,
7065573,Rental unit in Stockholm · ★4.90 · 1 bedroom · 1 bed · 1 bath,10342331,Pia,,Södermalms,59.31511,18.06475,Entire home/apt,1124,4,32,2022-04-17,0.35,1,2,0,
7089767,Home in Stockholm · ★4.89 · 3 bedrooms · 5 beds · 2.5 baths,37069448,Anna,,Bromma,59.34763,17.89795,Entire home/apt,1536,3,18,2022-08-05,0.19,1,136,3,
7122385,Rental unit in Stockholm · ★4.62 · 1 bedroom · 2 beds · 1 bath,37308146,Susan,,Kungsholmens,59.33,18.03883,Entire home/apt,1921,3,39,2023-05-21,0.40,1,29,10,
7137177,Home in Enskededalen · ★4.88 · 2 bedrooms · 3 beds · 1.5 baths,37383160,Jonatan,,Skarpnäcks,59.27998,18.10842,Entire home/apt,1200,3,8,2022-07-29,0.08,1,0,2,
7141856,Rental unit in Stockholm · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,8387566,Mats,,Hägersten-Liljeholmens,59.30499,17.97778,Private room,412,7,9,2023-02-25,0.12,4,66,3,
7160501,Loft in Stockholm · 2 bedrooms · 2 beds · 1.5 baths,18310489,Erik,,Kungsholmens,59.33513,18.02798,Entire home/apt,1776,20,1,2018-12-22,0.02,1,38,0,
7196551,Rental unit in Stockholm · ★4.88 · 1 bedroom · 1 bed · 1 bath,37682945,Clara,,Södermalms,59.30874,18.08583,Entire home/apt,1021,4,9,2023-06-18,0.09,1,5,5,
7197438,Home in Stockholm · 2 bedrooms · 2 beds · 1 shared bath,37689353,Cecilia,,Farsta,59.26762,18.08561,Private room,1500,1,1,2023-05-11,0.60,1,89,1,
7202296,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,7403262,Aria,,Södermalms,59.32007,18.05987,Entire home/apt,1450,2,19,2021-02-15,0.20,1,0,0,
7211104,Rental unit in Stockholm · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,34496094,Ulrika,,Södermalms,59.30906,18.09533,Private room,1171,3,73,2023-06-14,0.75,1,125,21,
7229894,Rental unit in Stockholm · ★4.84 · 1 bedroom · 2 beds · 1 shared bath,27596223,Zara,,Norrmalms,59.34329,18.04364,Private room,730,3,141,2022-08-28,1.46,1,27,3,
7251182,Rental unit in Stockholm · ★4.89 · 1 bedroom · 2 beds · 1 bath,37967918,Katarina,,Södermalms,59.31904,18.07187,Entire home/apt,1300,4,57,2023-06-18,0.59,1,1,22,
7255073,Condo in Farsta distrikt · 1 bedroom · 2 beds · 1 bath,37985922,Nour,,Farsta,59.27245,18.06943,Entire home/apt,816,20,0,,,2,28,0,
7268922,Rental unit in Stockholm · ★4.81 · 2 bedrooms · 2 beds · 1 bath,18035423,Karin,,Södermalms,59.31256,18.06967,Entire home/apt,1198,5,66,2018-10-09,0.69,1,0,0,
7276305,Townhouse in Stockholm · 1 bedroom · 1 bed · Half-bath,32583482,Patrick,,Hägersten-Liljeholmens,59.29859,17.94788,Private room,3200,1,0,,,1,0,0,
7318564,Rental unit in Stockholm · ★4.71 · 1 bedroom · 2 beds · 1 bath,38340210,David,,Norrmalms,59.34587,18.05692,Entire home/apt,500,200,7,2020-12-02,0.07,1,0,0,
7353899,Rental unit in Stockholm · ★4.78 · 1 bedroom · 1 bed · 1 bath,38485442,Agnes,,Södermalms,59.31614,18.02916,Entire home/apt,986,3,95,2023-06-18,1.00,1,180,32,
7363133,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,4715080,Ingela,,Södermalms,59.30646,18.06912,Private room,575,2,20,2019-11-11,0.21,1,0,0,
7389104,Rental unit in ストックホルム · ★4.86 · 1 bedroom · 1 bed · 1 bath,10682075,Shintaro,,Södermalms,59.31786,18.05393,Entire home/apt,986,2,299,2023-05-31,3.12,1,5,46,
7392179,Rental unit in Stockholm · ★4.82 · 1 bedroom · 1 bed · 1 bath,1724291,Arvin,,Norrmalms,59.34018,18.05005,Entire home/apt,427,1,39,2019-08-05,0.40,1,0,0,
7405601,Rental unit in Södermalm · ★4.98 · Studio · 1 bed · 1 bath,6275222,Amanda,,Södermalms,59.30902,18.07528,Entire home/apt,1000,3,43,2023-05-17,0.69,1,0,4,
7434829,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,29120871,Carolina,,Södermalms,59.31918,18.05715,Entire home/apt,432,2,4,2021-08-01,0.04,1,0,0,
7437551,Rental unit in Stockholm · ★4.56 · Studio · 2 beds · 1 bath,15132640,Tomas,,Spånga-Tensta,59.37266,17.90102,Entire home/apt,260,28,39,2023-06-25,0.51,1,148,5,
7452173,Loft in Stockholm · ★4.97 · 3 bedrooms · 4 beds · 1.5 baths,37459155,Niklas&Victoria,,Södermalms,59.31193,18.07814,Entire home/apt,5100,4,36,2023-06-26,0.37,1,9,6,
7483704,Rental unit in Enskede-Årsta-Vantör · ★New · 3 bedrooms · 3 beds · 1.5 baths,39192738,Shannon,,Enskede-Årsta-Vantörs,59.286758559193096,18.037741253918817,Entire home/apt,1200,5,0,,,1,16,0,
7506594,Rental unit in Stockholm · ★4.75 · 1 bedroom · 1 bed · 1 bath,39324925,Beth,,Norrmalms,59.34016,18.04812,Entire home/apt,129,1,110,2020-12-03,1.15,1,0,0,
7540675,Rental unit in Stockholm · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,38668112,Younes,,Bromma,59.34261,17.88274,Private room,333,3,17,2022-01-16,0.20,1,363,0,
7557643,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 4 beds · 1 bath,39615048,Mats,,Södermalms,59.30642,18.07155,Entire home/apt,3000,5,5,2017-07-03,0.05,1,21,0,
7564704,Home in Stockholm · ★4.82 · 4 bedrooms · 4 beds · 3 baths,27488662,Jangiz,,Hägersten-Liljeholmens,59.2939,17.95024,Entire home/apt,4000,5,57,2023-06-22,0.60,1,337,7,
7590169,Home in Stockholm · ★4.98 · 4 bedrooms · 4 beds · 3 baths,2753036,Torbjorn,,Hägersten-Liljeholmens,59.30954,18.00213,Entire home/apt,2241,7,42,2023-01-01,0.46,1,34,1,
7616523,Rental unit in Stockholm · ★4.64 · 1 bedroom · 1 shared bath,4622176,Zarah,,Farsta,59.25239,18.09305,Private room,249,1,77,2022-08-05,0.80,1,0,3,
7630447,Home in Stockholm · ★4.93 · 4 bedrooms · 4 beds · 2.5 baths,40002447,Malin,,Bromma,59.33125,17.97759,Entire home/apt,3900,4,28,2022-07-27,0.29,1,26,1,
7633885,Rental unit in Stockholm · ★4.82 · 3 bedrooms · 4 beds · 1 bath,40047642,Hugo,,Södermalms,59.30802,18.06781,Entire home/apt,2450,2,45,2019-12-29,0.47,1,17,0,
7644597,Rental unit in Stockholm · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,4626215,My,,Bromma,59.33375,17.92209,Entire home/apt,600,4,12,2019-08-20,0.13,1,319,0,
7726123,Home in Stockholm · ★5.0 · 4 bedrooms · 6 beds · 1.5 baths,3241801,Sofia,,Hägersten-Liljeholmens,59.29851,17.94256,Entire home/apt,2000,7,7,2019-08-12,0.08,1,211,0,
7736939,Home in Hägersten · ★4.90 · 4 bedrooms · 4 beds · 2 baths,2485251,Diana,,Älvsjö,59.28713,17.99436,Entire home/apt,2500,14,30,2020-02-22,0.33,1,131,0,
7740491,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 6 beds · 1.5 baths,17314060,Ricardo,,Skarpnäcks,59.2978,18.10584,Entire home/apt,1059,2,4,2019-11-11,0.05,1,0,0,
7804221,Rental unit in Stockholm · ★4.88 · 1 bedroom · 2 beds · 1 bath,10275520,Andrés,,Kungsholmens,59.33409,18.01173,Entire home/apt,1100,5,33,2023-05-31,0.35,1,339,1,
7829569,Rental unit in Stockholm · ★4.29 · Studio · 1 bed · 1 bath,268582880,Martha,,Södermalms,59.3087,18.07283,Entire home/apt,500,14,94,2022-09-21,0.98,1,0,7,
7923162,Rental unit in Stockholm · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,40673767,Sofia,,Norrmalms,59.34121,18.03463,Private room,925,2,73,2023-06-16,0.88,1,203,12,
8025265,Rental unit in Stockholm · ★4.91 · 2 bedrooms · 1 bed · 1.5 baths,15009298,Julia,,Östermalms,59.35048,18.0607,Private room,500,2,35,2018-04-27,0.37,2,0,0,
8044452,Rental unit in Stockholm · ★4.91 · 1 bedroom · 1 bed · 2 baths,41359832,Fia,,Norrmalms,59.33517,18.06689,Private room,1530,180,22,2019-08-28,0.25,1,0,0,
8141428,Home in Stockholm · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,41799219,Fredrik,,Skarpnäcks,59.27464,18.11547,Entire home/apt,1200,6,32,2022-08-26,0.38,1,8,6,
8214385,Rental unit in Enskede-Årsta-Vantör · ★New · 2 bedrooms · 2 beds · 1 bath,43318178,Deniz,,Enskede-Årsta-Vantörs,59.286477077984685,18.095267045894662,Entire home/apt,1100,6,0,,,1,27,0,
8246489,Condo in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,21086748,Morgan,,Södermalms,59.31968,18.03455,Entire home/apt,895,4,11,2023-05-14,0.15,1,58,3,
8265116,Rental unit in Tensta · 1 bedroom · 1 bed · 1 shared bath,40987421,Faraz,,Spånga-Tensta,59.39057,17.9079,Private room,300,1,0,,,1,0,0,
8394112,Rental unit in Stockholm · ★4.71 · 1 bedroom · 2 beds · 1 bath,24280742,Sweden_92,,Södermalms,59.30716,18.08036,Entire home/apt,974,1,101,2023-06-26,1.07,4,209,72,
8406721,Condo in Stockholm · ★4.92 · 1 bedroom · 2 beds · 1 shared bath,18574350,Stanley,,Södermalms,59.32482,18.06783,Shared room,736,3,191,2023-06-14,2.02,1,24,34,
8425805,Condo in Stockholm · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,44372605,Irma,,Södermalms,59.3147,18.04227,Private room,309,3,248,2023-06-26,2.62,1,12,24,
8443369,Loft in Stockholm · ★4.90 · 2 bedrooms · 2 beds · 1 bath,22896980,Kerstin,,Norrmalms,59.34445,18.0439,Entire home/apt,1657,4,42,2023-05-18,0.47,1,143,10,
8510114,"Rental unit in Stockholm, Södermalm · ★4.76 · 1 bedroom · 1 bed · 1.5 baths",44813548,Martin,,Södermalms,59.31746,18.05034,Private room,463,20,35,2022-09-16,0.40,2,7,4,
8544117,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,44980530,Joel,,Norrmalms,59.34669,18.05485,Entire home/apt,1057,500,2,2015-11-08,0.02,1,365,0,
8559978,Rental unit in Stockholm · ★4.76 · 2 bedrooms · 3 beds · 1 bath,45053107,Natalie,,Enskede-Årsta-Vantörs,59.28787,18.09326,Entire home/apt,1743,2,124,2023-06-19,1.36,1,20,10,
8573261,Home in Stockholm · ★4.76 · 3 bedrooms · 3 beds · 2.5 baths,17536791,Martin,,Älvsjö,59.28614,18.02512,Entire home/apt,3500,1,25,2023-05-13,0.27,1,355,3,
8577498,Home in Stockholm · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,25634044,Therese,,Hässelby-Vällingby,59.368,17.82616,Entire home/apt,1700,5,14,2022-08-08,0.15,1,200,3,
8630377,Rental unit in Stockholm · ★New · 2 bedrooms · 2 beds · 1 bath,6587076,Oskar,,Södermalms,59.3111,18.07215,Entire home/apt,2800,4,0,,,1,21,0,
8698364,Rental unit in Stockholm · ★4.74 · 1 bedroom · 1 bed · 1 bath,17371921,Matt,,Kungsholmens,59.33652,18.03047,Entire home/apt,1252,1,53,2023-05-22,0.61,3,149,15,
8714931,Rental unit in Stockholm · ★4.94 · 3 bedrooms · 5 beds · 2 baths,37776080,Cecilia,,Södermalms,59.31793,18.03531,Entire home/apt,2086,5,18,2023-06-24,0.20,1,12,4,
8716879,Condo in Östermalm · ★4.85 · 1 bedroom · 2 beds · 1 bath,3397079,Angélica,,Östermalms,59.35884,18.09265,Entire home/apt,1514,2,21,2023-06-03,0.47,1,139,15,
8803836,Condo in Stockholm · ★3.89 · 1 bedroom · 1 bed · 1 bath,46129725,Stefan,,Kungsholmens,59.3314,18.01591,Entire home/apt,424,7,9,2016-08-28,0.10,2,0,0,
8873220,Rental unit in Stockholm · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,16487180,Johanna,,Södermalms,59.31183,18.07831,Entire home/apt,1350,5,41,2022-08-26,0.46,1,15,1,
8922463,Rental unit in Enskede Gård · ★4.85 · 2 bedrooms · 1 bed · 1.5 shared baths,28421797,Malin,,Enskede-Årsta-Vantörs,59.29041635143345,18.070638406298702,Private room,545,6,26,2023-06-09,0.29,1,17,9,
8931999,Rental unit in Gamla stan · ★4.97 · 2 bedrooms · 3 beds · 2 baths,46700054,Kim,,Södermalms,59.32433,18.06767,Entire home/apt,4500,3,206,2020-02-25,2.28,1,35,0,
8936300,Rental unit in Stockholm · ★4.56 · 2 bedrooms · 3 beds · 1 bath,46720316,Astrid,,Kungsholmens,59.32861,18.02825,Entire home/apt,1700,3,32,2023-05-06,0.35,1,37,3,
9008724,Condo in Stockholm · ★4.82 · 1 bedroom · 2 beds · 1 bath,34476895,Malin,,Hägersten-Liljeholmens,59.30193,18.01347,Entire home/apt,850,2,50,2023-06-27,0.56,1,213,6,
9122516,Condo in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,8768659,Sara,,Hägersten-Liljeholmens,59.30205417418018,18.004660306251616,Entire home/apt,975,7,6,2016-06-15,0.07,1,19,0,
9156460,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,19136737,Silvia,,Östermalms,59.34957,18.0942,Shared room,364,1,10,2016-05-30,0.11,1,0,0,
9222200,Rental unit in Stockholm · 3 bedrooms · 3 beds · 1 bath,47952484,Pi Och Marcus,,Norrmalms,59.34342,18.0477,Entire home/apt,2200,6,2,2023-05-22,0.02,1,1,1,
9223546,Home in Stockholm · ★4.80 · 1 bedroom · 1 bed · 1 bath,47957752,Kimberly,,Kungsholmens,59.33435,18.00489,Entire home/apt,990,3,75,2019-12-21,0.82,1,0,0,
9233181,Home in Stockholm · ★5.0 · 5 bedrooms · 6 beds · 3 baths,47994974,Emelie,,Enskede-Årsta-Vantörs,59.27929,18.08308,Entire home/apt,1700,5,7,2022-07-31,0.08,1,2,1,
9243174,Rental unit in Stockholm · ★4.78 · 2 bedrooms · 2 beds · 1 bath,48039312,Magnus,,Östermalms,59.34045,18.08796,Entire home/apt,4328,2,84,2023-06-13,0.98,1,338,5,
9268145,Rental unit in Stockholm · ★4.64 · 3 bedrooms · 4 beds · 1 bath,48140673,Carl Elon,,Södermalms,59.31438,18.08123,Entire home/apt,3185,7,47,2023-06-11,0.54,1,331,5,
9268164,Rental unit in Stockholm · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,48139894,Elisabeth,,Södermalms,59.32508,18.0713,Entire home/apt,2000,3,184,2023-06-20,1.99,1,258,24,
9380854,Rental unit in Stockholm · ★4.88 · 1 bedroom · 1 bed · 1.5 shared baths,31717785,Giovanna,,Skarpnäcks,59.28802,18.11356,Private room,700,2,49,2021-09-18,0.53,2,105,0,
9414156,Rental unit in Östermalm · ★4.92 · 1 bedroom · 1 bed · 1 bath,48810564,Oscar,,Östermalms,59.34204,18.08446,Entire home/apt,6000,2,15,2018-07-04,0.21,1,358,0,
9527477,Rental unit in Stockholm · ★4.97 · 1 bedroom · 2 beds · 1.5 baths,21739281,Caroline,,Södermalms,59.318,18.06321,Entire home/apt,1299,4,31,2020-07-18,0.35,1,0,0,
9552675,Villa in Bromma · ★4.86 · 4 bedrooms · 4 beds · 2.5 baths,36264420,Sam,,Bromma,59.35131,17.89432,Entire home/apt,1605,3,7,2022-12-30,0.58,1,30,7,
9583149,Home in Bromma · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,3945180,Carin,,Bromma,59.32487,17.94416,Private room,650,7,41,2023-02-05,0.45,4,290,1,
9611111,Rental unit in Stockholm · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,49727779,Nils,,Hägersten-Liljeholmens,59.30934,17.99478,Private room,424,2,62,2023-06-07,0.91,2,345,14,
9701808,Home in Stockholm · ★4.95 · 3 bedrooms · 4 beds · 1 bath,18072325,Elin,,Enskede-Årsta-Vantörs,59.3032,18.03913,Entire home/apt,1700,5,22,2023-01-06,0.24,1,0,6,
9702176,Home in Stockholm · ★4.95 · 4 bedrooms · 4 beds · 1.5 baths,25794487,Sören,,Bromma,59.31958,17.96178,Entire home/apt,3429,5,22,2022-08-14,0.26,2,4,2,
9710645,Rental unit in Stockholm · ★4.82 · 1 bedroom · 2 beds · 1 bath,15418499,Oscar,,Kungsholmens,59.33108,18.0026,Entire home/apt,800,4,34,2023-06-05,0.38,1,4,14,
